1309,44,0.984298,0.793185,0.735982,2.541246,-0.601523,-0.957777,0.908728,0.186401,-1.514287,0.613565,1.896583,-1.618361,0.195432,-1.004324,1.377198,0.87369,0.297721,0.976223,-1.024727,0.189672,-0.409526,-1.153762,1.837098,-0.602286,-0.591689,-0.81077,0.706404,-0.456739,0.638277,-0.20693,-0.806507,-1.40532,-1.270903,-2.908766,-0.697511,0.604636,0.734371,0.901037,-0.936763,-1.604259,0.164006,-0.366038,0.537387,-0.084705,0.306409,-0.911631,0.424212,-1.092612,1.843025,-0.262988,-0.269619,-0.984395,-0.930171,0.260009,1.435461,0.127014,-0.197447,-0.788799,-0.284732,1.809673,-0.825638,0.099148,-0.139243,0.488328,-0.606987,-1.660102,-0.633879,-0.770748,-0.514909,-1.778338,0.225488,-1.581409,1.53561,1.001849,0.723653,0.365278,-0.203147,1.506354,0.242758,0.268904,-0.280987,-0.818183,-0.024182,-1.682271,-2.051192,-0.327361,-1.267026,-0.320625,-0.942746,1.55919,-1.146184,0.203523,0.867289,-2.274266,1.050805,-0.14584,0.653935,0.991355,-0.967823,-0.713364,1.25868,0.100424,-0.745444,1.296937,-0.538519,1.308078,1.435288,0.458512,1.524835,0.230578,-0.455039,-0.365497,-0.032378,0.207432,-0.00838,1.944434,-0.53778,-0.339873,0.855549,-0.478601,0.956905,1.147735,-0.891842,-0.774427,-0.094966,0.278686,-0.566848,-0.852526,-1.765478,-0.25129,0.740217,0.379733,-0.356143,1.652508,-0.613563,0.681697,0.387124,-0.268227,1.417022,0.364375,0.188262,0.058285,1.039933,0.885377,0.724946,0.292733,1.742289,0.738546,-0.710736,-0.378703,0.979208,-0.12387,0.812729,0.669292,-1.207666,1.148343,0.974344,0.005509,0.749113,-0.132481,1.265382,-1.112324,0.171108,-0.480347,-0.359702
1043,15,-0.199204,1.083436,0.051376,0.813063,1.444617,-0.578889,0.047531,-0.199524,0.174143,-1.631761,-0.200944,-0.27809,-0.808747,-0.224245,-1.556126,1.349261,0.409455,1.829186,-0.895872,-1.18549,0.246221,-1.680754,0.190419,-0.727621,-0.363571,0.217594,0.011729,1.8059,0.590572,-1.310298,0.934257,-1.357471,0.051005,-1.26688,-0.852813,1.263255,-0.585486,-0.671789,-0.59093,-0.344492,1.388275,-1.20121,-1.258288,0.535755,-1.613112,-0.39891,1.080109,-0.036934,-0.51264,-0.740542,-0.944995,-0.623618,0.094136,1.187857,0.912942,-0.60067,-0.765166,0.643774,-1.837269,-0.477964,-0.366001,-1.142951,-1.029459,0.296396,-1.682097,-0.952104,-0.690172,0.029732,-1.406073,1.020312,-0.357849,-0.31134,-0.41318,-0.721,-1.025252,1.075323,0.14178,-0.167967,0.921928,-0.763236,0.559302,-0.040801,-0.941121,0.685206,-1.539481,0.576371,-0.938664,0.336006,1.293401,0.491137,-0.66301,-0.098516,-0.433263,-1.227471,-1.16299,-0.030434,0.455054,-1.812873,-0.147031,0.422089,0.030137,-1.0658,0.93949,-1.277107,0.556652,1.493706,-2.090451,0.169891,0.224434,0.137884,-0.840163,-0.392668,-1.460194,0.042718,0.440288,-0.742359,-0.998539,-0.554089,-0.098219,-0.030751,-0.19312,-0.024092,-1.379091,-2.773,0.513039,1.302941,-1.484379,-0.747405,0.200463,0.841215,0.541541,1.159068,-0.148334,0.310685,0.307895,-0.519658,1.082657,0.515036,0.862942,-0.479157,0.913416,-1.130166,0.288475,-2.659132,-1.086949,0.623828,-0.539645,0.071595,-1.687392,1.417168,0.484948,-0.124451,0.307941,0.221831,1.286422,0.110464,-1.540122,-0.349798,1.156811,0.457618,-0.511353,0.497402,0.014303,0.496676,-1.651971
1184,27,-0.690558,-0.59619,-0.620372,-0.296839,-0.61708,-0.065882,-0.475735,1.351662,-0.73031,-0.96391,0.423655,1.675454,-0.1637,-1.231828,0.767698,-1.072598,-0.068706,-0.283637,-1.207994,0.814931,0.334986,-0.168055,0.271974,-1.206983,-0.320517,0.316991,0.698574,-1.888114,0.452363,-1.089026,-2.167142,0.803001,1.097323,-1.067071,0.804938,0.046985,0.790577,1.904421,1.243815,0.159385,-1.178671,-0.739446,-0.3359,-0.63875,0.359554,0.604882,1.871312,1.173266,-1.310166,2.52431,-0.012399,-0.42853,-1.806595,0.137845,2.345833,-0.001276,0.571063,0.443974,1.078103,-0.73046,-0.809957,0.678843,1.002915,-0.660663,0.43167,1.04467,0.399622,-0.410235,2.180917,1.5223,0.681242,-0.125459,-1.269252,-0.432235,0.064687,-0.967373,1.081931,-1.252236,1.70236,-0.387683,-0.779939,-0.269653,0.536806,1.092667,-1.104428,0.686592,-0.446019,-1.360679,-1.171723,1.245494,-1.385702,-0.640676,0.040472,1.545928,-2.187698,0.151649,0.168191,-1.713529,-0.464292,-0.34468,0.565877,-0.337824,-0.566683,0.198794,1.097264,-1.365223,0.036556,-0.249152,-0.075066,0.934279,-0.639496,-1.553049,-0.244468,-1.341193,1.661132,1.404097,-1.125835,-0.022192,-1.699437,-0.207614,-0.512601,1.932774,0.480817,0.220619,1.13628,-0.428484,0.685796,-0.721306,-0.62774,1.980829,-2.918176,0.614058,-0.788002,0.950335,-0.804262,0.155489,-1.406545,1.117134,-0.781026,-1.509934,-3.345694,-1.912056,0.715863,-1.341442,-1.398758,-0.011985,-0.205881,0.096352,-0.344579,1.867556,-1.234758,-0.741097,-0.303537,0.531675,1.506173,0.002645,0.806722,0.39668,3.06219,-0.707413,1.415866,-0.052672,0.234769,0.691712,1.283228
1300,11,-0.228791,0.777743,2.080382,0.202715,-1.268377,0.817235,-1.53765,0.53505,-0.738377,-0.696705,-1.378028,0.934304,0.216308,-0.094205,-1.825825,-0.692194,-0.787565,1.133209,1.479363,0.948622,1.555129,1.220304,-0.390829,0.156095,-1.680168,0.649217,0.663666,-1.296684,0.885367,-0.243545,-1.968706,-0.140694,0.792213,-0.569555,0.047734,0.437238,-0.4778,-0.585941,-1.621749,0.299394,0.086723,1.728092,0.511455,-0.157509,-1.374469,-2.051216,-0.516099,-0.488411,0.489908,-0.00153,0.005343,1.167901,0.328684,0.421877,0.212427,0.440981,-0.122318,1.605423,0.128279,0.630774,1.332966,-0.277189,-0.616978,0.62726,1.334816,1.786134,0.021724,1.72693,-0.172498,-0.08129,0.666453,-0.107355,-0.919219,-0.426064,2.859682,0.56968,0.683203,-1.053845,-0.358459,-0.157877,0.155495,0.679997,-1.391702,0.267865,1.107526,1.191989,-2.851351,1.110613,-0.454106,-0.742991,1.443715,1.616013,-0.429952,-0.023257,-0.699991,-0.508808,-0.419124,-1.857242,-0.261224,1.465266,-0.822344,-0.511142,-0.236667,-0.282547,-0.195022,0.365541,0.521389,0.234977,0.465161,0.732536,1.259397,-0.332001,-1.227489,1.155075,-1.040422,-0.881361,0.44391,-0.980466,-0.561982,0.643171,0.20921,1.235756,0.449128,-1.316207,1.259524,0.766514,-1.745574,-0.643007,-0.215591,1.774744,-0.054063,0.092158,0.949836,0.247535,-0.342015,0.303051,0.265802,0.653278,-0.357403,0.161646,0.70191,-1.099813,-1.3351,1.613756,-2.723232,0.76876,-1.172358,0.506162,0.577365,-0.999475,-0.256355,-0.36322,-0.211711,0.318276,0.441207,0.355333,-0.048488,0.506951,1.372914,-0.702865,1.973819,0.864075,0.033949,0.497852,0.14053
1157,42,0.291373,1.5776,0.892268,-1.344176,0.733099,0.340343,0.069538,-1.148114,1.788098,1.683667,0.261423,-0.828481,-1.146016,-1.127397,0.838662,-1.696228,1.085416,-0.200669,0.315831,0.715225,2.311979,0.695433,-0.192154,0.340461,0.109709,0.009498,0.076226,-0.999614,0.284183,-1.35124,1.083265,-0.391835,-1.165435,0.62047,0.643128,0.082803,-1.501203,-1.296338,0.508599,2.187646,0.231356,0.268328,0.555027,-0.866918,1.068635,-0.631149,0.02255,-0.812116,-1.200894,-0.768536,-0.926326,-0.410469,1.492784,0.272505,-0.56572,0.388284,-0.574057,1.09087,0.763724,-0.361236,-0.057438,0.061561,-1.002927,-1.135345,-0.142399,-0.890131,-0.033856,0.822592,-0.22409,0.56526,1.712873,-0.427873,1.399415,-0.812263,-1.124382,0.173163,-0.159234,-1.437491,1.261217,0.834529,-0.951642,-0.195192,-0.079112,-1.213964,0.318092,-1.324115,-1.693059,1.410915,-0.61691,-0.743293,-0.220776,-0.704634,2.097545,0.449586,0.818618,0.871335,2.083423,-2.189169,0.761098,0.173141,0.079739,1.145586,0.612155,-1.690315,0.244364,-0.161919,1.091464,-2.039906,0.626217,0.143289,0.644923,0.385065,-2.045401,0.679562,-0.033992,-0.772877,0.924767,-0.042603,1.622348,1.05568,-1.088971,0.767933,-0.001916,-0.026373,-0.145808,0.999603,-0.786872,0.427686,-1.508835,0.319281,-1.240352,-1.24872,-0.044527,-1.104197,1.081037,-1.07784,1.570626,0.804995,0.09526,0.620985,0.204576,2.320844,0.494273,-0.576112,0.379899,-0.331519,-0.065515,-0.576013,-0.522023,0.831293,-0.038866,0.75715,-0.298026,-0.083735,-0.460463,1.268281,1.616084,-0.08151,0.885838,-1.407787,-1.240477,0.730791,-1.7034,2.749464,1.002749
1046,32,1.954722,0.823526,-1.016788,-0.332832,-0.844663,0.043521,0.368182,0.222402,-0.558748,-0.747343,0.790987,-0.093896,2.10178,-0.753792,0.73633,0.045661,-0.709775,1.272261,0.115382,-0.834736,-0.297935,0.950221,-1.144024,1.287731,0.639909,-0.26012,1.26747,1.634029,0.55959,0.159432,1.726368,1.397782,-0.86682,-0.193403,-0.20134,-0.384328,-1.401067,0.844297,0.078383,0.092487,1.318926,-0.529353,-0.053337,0.25666,-0.405293,-0.104076,0.718498,-0.008098,1.248388,-0.704293,0.189286,-1.338991,-0.110952,-0.659288,1.278812,0.699021,0.478093,1.733329,1.356253,0.675106,-0.648627,-1.359468,-0.027959,-0.334456,-0.608584,-0.273282,-1.556612,1.403143,-1.073647,-0.632664,0.536683,-1.533473,0.867882,0.883876,-0.294621,-1.016214,-0.446726,-1.745241,1.309441,0.051166,-0.694813,-0.85659,0.541554,1.419235,-1.20284,-0.542843,-1.661286,0.638537,0.147914,2.135108,-0.115766,-0.411942,-0.670619,0.80685,-1.540506,0.709993,0.233538,-0.478343,-0.854314,0.998405,1.762607,-0.422186,0.501401,1.650702,-0.587482,-0.238692,-1.156329,-0.140091,-0.077295,-0.396753,-0.701099,-1.501918,-1.276226,-0.92721,0.608633,-0.483336,-0.808757,0.623277,0.534486,-0.716748,-0.595356,0.627827,0.34696,-0.794616,0.228716,-0.027965,1.059631,-0.825541,0.840247,0.411354,-0.960374,1.003901,0.865979,-1.256475,1.888672,-1.092743,-0.876125,-0.307605,0.734776,0.556082,-0.090392,1.304399,0.386656,1.333113,2.693261,0.184937,-2.463104,-0.43306,-1.030139,0.088238,0.093575,-1.175974,-1.106066,-0.253193,-0.188676,-2.50138,0.935111,0.029788,-0.009601,0.285611,-0.985858,-0.04897,1.000452,1.038465,0.445622
1019,16,-1.000954,0.765766,0.447003,1.590214,0.056098,0.864774,1.323017,0.99445,-0.608547,-0.184566,0.129773,-0.985869,0.474289,1.023988,-0.480855,1.972554,-0.290724,-0.202958,-0.238279,-0.708276,0.417858,0.020026,1.661372,0.60731,0.537689,-0.221538,-1.414233,-0.089503,-0.850292,0.951843,-0.030443,1.665743,0.73531,0.835536,0.230657,0.208672,0.653273,0.922669,-0.71057,0.492281,2.621087,-0.08969,-0.255543,-0.69247,-1.448564,1.188886,0.060965,0.299628,1.844834,2.509189,-0.888546,1.054559,0.623845,0.399592,0.479979,-0.021538,1.591283,0.616648,0.34703,1.249424,0.899079,0.462793,0.329555,1.758454,0.512303,-0.087023,-0.854349,-0.341204,-1.046901,0.110458,0.259837,-2.047914,0.021116,0.651909,0.169288,-0.951948,1.271425,-0.693738,-1.225748,-1.078173,-0.011989,0.985385,1.167978,0.212065,-1.191403,-0.654683,-0.895772,-0.176531,-1.772373,0.11275,0.646544,-0.147667,0.461393,-0.937447,-1.453659,-0.636016,1.158059,1.030905,-0.455962,1.204627,-0.324085,1.512671,0.483359,-0.451257,0.795942,-0.774083,-0.93525,-1.450556,0.258585,-0.053159,-0.077113,-0.409852,1.437885,-0.423606,-0.723412,1.246112,1.421284,0.338859,-1.740028,-0.599711,0.612903,0.017724,1.554076,-1.366915,0.678381,-0.627033,1.323041,-0.075117,1.030646,-0.647529,-1.409499,-1.110383,-0.606699,-1.024814,1.200461,1.33891,0.273046,-1.034195,-0.118371,-0.685975,1.454074,0.315944,0.489437,-0.399683,-2.011322,-0.771134,-1.116632,0.370255,0.09654,-0.801627,-0.388609,1.566477,-0.959343,-0.917954,-0.228342,-0.699137,-0.428747,0.531449,1.732224,-1.779494,-0.018244,0.041439,-0.083932,-0.187111,-0.34037
1060,11,-0.303992,-0.953477,1.018097,-0.002737,0.269132,0.69958,-1.069528,0.872388,-2.15018,1.56785,-1.585237,-0.606383,-0.649413,0.803201,0.821422,0.418634,0.609122,0.531772,-0.031943,-1.945815,-2.357465,-2.353242,-0.007872,-0.195571,-0.103884,0.274965,-0.204736,-1.001187,-1.526268,-1.938641,1.30656,0.984786,-1.373601,-0.24805,0.497227,1.700304,-0.59156,0.218681,1.243596,-1.777388,-0.730035,-0.00606,-0.717855,2.240528,0.940186,0.238985,-0.969416,0.938553,0.69391,-0.505256,-0.421436,-1.495502,-0.049011,0.935971,1.076672,0.636993,0.892043,-0.584466,-0.460748,1.287892,0.500833,-0.800264,0.552546,0.896322,0.767484,0.141063,-0.510343,0.445033,1.79711,0.181336,-0.66953,0.381567,-1.25894,0.266226,-0.285419,1.025692,0.133982,1.121096,2.424722,-0.201187,-0.844635,0.504648,-0.066268,0.173019,-0.602823,0.603918,0.096861,-2.226232,-0.22213,0.371477,1.250827,-0.577544,-0.811713,1.219714,-0.611398,0.132292,0.514752,0.79033,0.031232,-1.134379,1.073901,-0.429215,-0.519596,2.10852,0.935632,-1.080213,-0.478947,-0.23384,-0.757405,-1.971352,0.854784,0.827409,0.27431,-0.396409,0.240914,0.683532,-1.062117,-0.324682,-0.56042,0.743036,0.291381,-1.328169,-0.620608,1.852656,-0.987901,0.175458,-0.634373,1.312218,-0.048169,-0.434937,-1.20095,-0.236545,0.876456,0.714606,-1.354748,1.633629,-0.238893,-1.075643,0.148244,-0.628732,-0.584236,-0.639724,-0.078894,-0.503803,-1.757105,0.554585,-0.526532,1.251496,0.567268,0.651044,0.200742,1.353488,-0.32669,-1.015673,0.368809,-2.802652,-0.370057,0.233393,-0.419315,1.311028,0.735828,0.127709,-0.403466,1.142543,-0.691659
1017,9,0.816787,-0.835014,-0.996934,-0.438178,-1.644875,-0.730494,-0.738227,0.883926,-0.4266,-0.790546,-1.340466,-1.176639,-0.066356,-0.215129,1.134252,-0.629131,1.059184,0.257126,-0.004636,-2.008304,-1.290058,0.741429,1.39782,0.206449,0.762527,-0.407722,-0.371351,-0.662963,0.974699,0.342797,-0.234169,-0.328391,0.556506,0.323116,-0.832042,1.715986,0.257029,0.010479,1.477286,1.024017,-0.087967,0.535985,-1.069978,-0.640843,-2.260331,1.220367,-1.898411,0.681275,-0.830677,-0.978971,-0.195031,0.266412,0.612106,1.771632,0.358614,0.881195,-0.598489,0.713721,0.153269,-0.463184,-0.095979,-0.062055,0.191119,0.401391,-0.50889,-0.740773,0.747472,-1.696551,-0.618207,1.552618,-2.707198,-0.693052,0.687719,-1.650321,2.598142,-2.588404,1.436559,1.557341,0.916352,-0.221586,0.357178,-0.89725,0.809325,-1.119865,-0.273874,0.996249,-1.114303,-0.364269,0.164265,-1.341788,1.164372,0.340774,-1.51559,-0.046969,-0.775335,-0.657558,0.076745,-0.709691,0.964512,-0.704659,0.98171,-0.043759,0.855769,-0.541335,-0.505284,-1.152465,0.577979,0.937795,2.119189,1.290528,0.249781,-0.210971,0.388704,-0.027738,1.463476,0.943944,-0.836761,-0.687631,1.367282,0.30808,-0.231759,1.186336,-0.387594,-0.279776,-0.461172,-1.961673,0.864257,-1.209084,-0.568693,-0.743872,0.726991,-0.068583,0.015417,-1.67946,-0.087437,-1.476333,0.307197,0.366723,-0.017397,2.043144,0.527729,0.595824,0.142311,-0.192758,0.965918,1.10145,-1.30116,1.05449,0.513823,0.9607,0.466179,-1.24427,-1.172916,1.824591,0.252424,-1.417255,0.348132,-0.362124,-1.843414,-2.290188,-1.602667,0.271793,-0.048072,-0.249159,0.284678
1287,48,0.947071,-0.050115,0.117415,1.173328,-0.193241,0.62296,4.578428,0.600526,6.567887,1.184662,0.171539,0.095603,-1.38468,-1.714117,2.07851,1.024301,-1.661401,1.735136,-1.257123,0.217958,1.14401,1.99217,1.770257,0.358678,-0.063617,-0.357571,-0.926442,-0.831432,5.751669,0.492092,0.001635,-1.00904,1.54199,-2.291688,0.269039,-0.150242,-0.558133,-2.29877,0.501338,0.484367,3.873866,1.086355,-0.411706,7.582008,-0.495455,-0.408547,4.782385,0.432443,-0.31545,1.512179,0.296082,-0.489118,-1.00585,6.046566,1.396002,1.735631,0.49329,0.235038,1.600678,0.627446,-0.380489,9.110201,-0.607082,2.773572,0.385833,-0.321427,0.830504,-0.487781,-0.977882,-0.031928,-0.407668,1.298213,1.287235,1.397472,0.614489,2.08855,1.420484,0.885527,1.315691,0.699552,1.28761,2.706519,-0.527084,8.776866,-0.177345,-0.583625,-0.191517,-0.011764,0.704387,0.420705,-1.354521,1.032702,1.600047,1.60435,1.045075,1.277113,0.18615,-0.164732,0.090973,-1.113605,-0.52434,-0.310413,0.317846,0.032532,1.142349,0.773891,-0.914563,5.47161,-1.770133,1.028859,0.883345,0.932732,-0.183982,3.917495,-0.428932,0.786101,0.705404,1.185379,-0.374464,0.769174,2.072957,-1.990453,-0.349735,0.020257,0.717028,2.094839,1.064037,-1.442696,0.464816,0.11437,-1.040884,5.263537,1.220144,-0.333813,-0.971792,0.214137,-0.53179,-0.410006,1.473311,6.981045,7.989402,-2.221961,-1.089022,3.98196,-0.542182,-0.81679,0.044698,0.942478,1.404532,-0.17139,3.823888,1.824033,-1.359804,0.759907,0.493845,0.747241,0.460294,0.077887,1.150338,-0.275181,0.347932,-1.746757,1.191323,0.141036,-1.819625
